trade_id,factor_name,factor_value,factor_threshold,contribution
osimhpf1,atr_mult,33.13,2.5,0.66
osimhpf1,macd_hist,61.83,,-0.60
osimhpf1,vwap_dist,88.26,,-0.19
pnbjmap2,rsi_14,46.46,70,0.67
pnbjmap2,atr_mult,20.82,2.5,-0.81
pnbjmap2,macd_hist,68.77,,-0.72
zzoa4so0,rsi_14,25.42,30,-0.75
zzoa4so0,atr_mult,11.70,2.5,-0.61
hzgznfv6,rsi_14,51.74,30,-0.41
hzgznfv6,atr_mult,53.37,2.5,-0.56
hzgznfv6,macd_hist,12.78,,0.47
emls3o66,rsi_14,38.53,30,-0.86
emls3o66,atr_mult,27.53,2.5,0.19
faq58vpo,rsi_14,84.50,30,0.58
faq58vpo,atr_mult,33.40,2.5,-0.88
faq58vpo,macd_hist,81.23,,-0.45
yv35t25s,rsi_14,10.78,30,-0.91
yv35t25s,atr_mult,45.96,2.5,-0.80
yv35t25s,macd_hist,83.47,,0.92
yv35t25s,vwap_dist,14.50,,-0.59
sfwdttzr,rsi_14,87.14,30,-0.40
sfwdttzr,atr_mult,80.21,2.5,-0.76
an1djiry,rsi_14,74.67,70,0.66
an1djiry,atr_mult,20.68,2.5,-0.54
an1djiry,macd_hist,30.96,,-0.31
bn4w8t3k,rsi_14,21.52,30,0.47
bn4w8t3k,atr_mult,26.58,2.5,-0.91
bn4w8t3k,macd_hist,42.14,,-0.33
bn4w8t3k,vwap_dist,52.80,,0.85
n2uqpjt1,rsi_14,79.39,70,-0.46
n2uqpjt1,atr_mult,76.50,2.5,0.95
w1zde3o7,rsi_14,29.84,70,-0.53
w1zde3o7,atr_mult,61.55,2.5,0.92
w1zde3o7,macd_hist,79.07,,0.87
w1zde3o7,vwap_dist,24.79,,-0.36
rgwsznql,rsi_14,32.08,30,0.61
rgwsznql,atr_mult,16.47,2.5,-0.27
wkdnoq54,rsi_14,58.66,30,0.29
wkdnoq54,atr_mult,80.96,2.5,-0.08
wkdnoq54,macd_hist,19.78,,0.45
4c4qrdks,rsi_14,33.87,30,0.67
4c4qrdks,atr_mult,40.78,2.5,0.13
dnztp1se,rsi_14,59.38,70,0.44
dnztp1se,atr_mult,14.91,2.5,0.77
dnztp1se,macd_hist,64.92,,0.77
dnztp1se,vwap_dist,47.48,,-0.93
6azeu84o,rsi_14,64.91,30,-0.11
6azeu84o,atr_mult,61.87,2.5,-0.19
6azeu84o,macd_hist,40.40,,-0.50
6azeu84o,vwap_dist,63.01,,-0.19
v0x4skmp,rsi_14,37.17,30,-0.48
v0x4skmp,atr_mult,21.63,2.5,-0.09
0jienojz,rsi_14,11.88,30,0.94
0jienojz,atr_mult,71.34,2.5,0.96
0jienojz,macd_hist,28.12,,-0.74
lip8532i,rsi_14,87.63,30,-0.01
lip8532i,atr_mult,49.82,2.5,0.63
9p64atdr,rsi_14,82.43,30,-0.41
9p64atdr,atr_mult,86.63,2.5,-0.22
9p64atdr,macd_hist,26.57,,0.39
tw3zjcxi,rsi_14,29.47,30,0.59
tw3zjcxi,atr_mult,58.77,2.5,0.70
tw3zjcxi,macd_hist,16.52,,-0.86
tw3zjcxi,vwap_dist,83.31,,0.49
9gbwvzwl,rsi_14,84.48,30,-0.14
9gbwvzwl,atr_mult,50.83,2.5,-0.89
9gbwvzwl,macd_hist,87.54,,-0.99
9gbwvzwl,vwap_dist,18.58,,-0.21
qlr8tfgz,rsi_14,31.81,70,0.38
qlr8tfgz,atr_mult,70.96,2.5,-0.38
qlr8tfgz,macd_hist,55.40,,-0.34
qlr8tfgz,vwap_dist,41.24,,0.06
uc7c78us,rsi_14,12.39,30,0.02
uc7c78us,atr_mult,43.60,2.5,0.64
yy7kcops,rsi_14,89.24,70,-0.50
yy7kcops,atr_mult,32.32,2.5,-0.88
yy7kcops,macd_hist,11.08,,0.85
yy7kcops,vwap_dist,57.16,,0.15
isa53apj,rsi_14,20.64,30,-0.54
isa53apj,atr_mult,52.04,2.5,0.83
isa53apj,macd_hist,34.40,,0.20
vbvj9y4y,rsi_14,69.21,70,-0.06
vbvj9y4y,atr_mult,10.57,2.5,0.20
vbvj9y4y,macd_hist,63.77,,0.39
3hghf86n,rsi_14,85.38,70,-0.27
3hghf86n,atr_mult,83.48,2.5,-0.99
bkhdp8tz,rsi_14,34.06,30,-0.89
bkhdp8tz,atr_mult,75.86,2.5,0.36
bkhdp8tz,macd_hist,42.65,,0.72
lx6axkmc,rsi_14,46.42,70,-0.02
lx6axkmc,atr_mult,45.53,2.5,-0.11
lx6axkmc,macd_hist,39.88,,0.50
21wkag8r,rsi_14,56.16,30,0.53
21wkag8r,atr_mult,27.99,2.5,0.19
8edbjarw,rsi_14,12.07,70,-0.73
8edbjarw,atr_mult,89.20,2.5,0.85
8edbjarw,macd_hist,79.46,,0.29
6l6xgzpp,rsi_14,64.25,30,-0.11
6l6xgzpp,atr_mult,43.32,2.5,0.82
6l6xgzpp,macd_hist,22.24,,0.24
6l6xgzpp,vwap_dist,23.90,,-0.12
o0begp85,rsi_14,73.53,30,-0.45
o0begp85,atr_mult,57.07,2.5,-0.60
o0begp85,macd_hist,50.88,,0.64
bht5up4g,rsi_14,89.89,30,-0.86
bht5up4g,atr_mult,71.18,2.5,-0.64
gshssr5y,rsi_14,69.07,70,0.31
gshssr5y,atr_mult,21.83,2.5,0.94
8i4wxqkn,rsi_14,25.68,30,-0.99
8i4wxqkn,atr_mult,45.81,2.5,0.63
8i4wxqkn,macd_hist,80.70,,-0.68
8i4wxqkn,vwap_dist,38.84,,0.89
cnmn4rjy,rsi_14,34.55,30,-0.96
cnmn4rjy,atr_mult,30.92,2.5,0.79
0e302gun,rsi_14,14.62,30,-0.01
0e302gun,atr_mult,86.04,2.5,-0.60
0e302gun,macd_hist,20.05,,0.09
527l78o2,rsi_14,47.17,70,-0.69
527l78o2,atr_mult,80.21,2.5,-0.51
yf5t61qr,rsi_14,19.85,30,0.78
yf5t61qr,atr_mult,46.18,2.5,0.84
yf5t61qr,macd_hist,18.45,,-0.98
0gm6qgdp,rsi_14,14.52,30,-0.57
0gm6qgdp,atr_mult,48.59,2.5,-0.27
0gm6qgdp,macd_hist,37.92,,0.77
2tumowmb,rsi_14,78.04,30,0.97
2tumowmb,atr_mult,59.16,2.5,0.76
2tumowmb,macd_hist,76.80,,-0.89
43x0lqg4,rsi_14,51.57,30,0.72
43x0lqg4,atr_mult,63.80,2.5,-0.34
43x0lqg4,macd_hist,69.90,,0.38
43x0lqg4,vwap_dist,11.02,,0.03
xfjyi6l6,rsi_14,56.22,30,-0.95
xfjyi6l6,atr_mult,13.56,2.5,0.34
7r8gbyzn,rsi_14,71.74,30,1.00
7r8gbyzn,atr_mult,21.29,2.5,-0.20
7r8gbyzn,macd_hist,69.48,,-0.46
x50dfgop,rsi_14,32.82,70,0.52
x50dfgop,atr_mult,37.83,2.5,0.59
01jz1929,rsi_14,45.80,70,-0.32
01jz1929,atr_mult,79.15,2.5,0.62
qrlgzxz9,rsi_14,31.21,30,-0.91
qrlgzxz9,atr_mult,47.29,2.5,-0.81
yfwcnyme,rsi_14,82.51,70,0.49
yfwcnyme,atr_mult,59.65,2.5,0.82
yfwcnyme,macd_hist,79.74,,-0.76
jkzeeg3j,rsi_14,29.07,30,0.02
jkzeeg3j,atr_mult,42.63,2.5,0.04
1ef5pucj,rsi_14,54.99,30,-0.40
1ef5pucj,atr_mult,13.98,2.5,0.02
6tbadq78,rsi_14,47.72,70,-0.51
6tbadq78,atr_mult,60.73,2.5,-0.17
6tbadq78,macd_hist,77.28,,0.20
6tbadq78,vwap_dist,76.69,,0.40
gx009fhv,rsi_14,36.44,70,-0.69
gx009fhv,atr_mult,62.37,2.5,0.07
ubfidekg,rsi_14,74.66,70,0.10
ubfidekg,atr_mult,21.64,2.5,-0.20
ubfidekg,macd_hist,35.16,,-0.96
7zuy49ow,rsi_14,78.86,70,0.57
7zuy49ow,atr_mult,20.41,2.5,-0.53
7zuy49ow,macd_hist,75.93,,-0.80
f7e6v7ks,rsi_14,51.90,70,0.74
f7e6v7ks,atr_mult,59.36,2.5,-0.63
f7e6v7ks,macd_hist,53.98,,-0.25
f7e6v7ks,vwap_dist,35.70,,0.50
gvveyinn,rsi_14,84.84,70,0.24
gvveyinn,atr_mult,40.64,2.5,-0.44
gvveyinn,macd_hist,85.08,,0.84
gvveyinn,vwap_dist,48.66,,-0.10
fh3t8ps9,rsi_14,54.61,70,0.01
fh3t8ps9,atr_mult,56.43,2.5,0.95
fh3t8ps9,macd_hist,80.75,,0.57
kybx9rn2,rsi_14,63.69,70,-0.39
kybx9rn2,atr_mult,42.93,2.5,-0.31
kybx9rn2,macd_hist,48.76,,0.85
5dlagng8,rsi_14,78.85,70,-0.30
5dlagng8,atr_mult,40.92,2.5,-0.53
770x31h3,rsi_14,17.13,30,0.56
770x31h3,atr_mult,50.53,2.5,0.08
b2422vxk,rsi_14,19.86,30,-0.53
b2422vxk,atr_mult,85.11,2.5,-0.03
b2422vxk,macd_hist,37.04,,-0.89
d3ja8z8z,rsi_14,83.17,70,0.47
d3ja8z8z,atr_mult,15.82,2.5,0.86
d3ja8z8z,macd_hist,61.33,,-0.63
iap3t7gl,rsi_14,34.60,30,0.37
iap3t7gl,atr_mult,35.97,2.5,-0.76
iap3t7gl,macd_hist,20.82,,0.64
zfhabpdv,rsi_14,60.51,30,-0.41
zfhabpdv,atr_mult,48.79,2.5,-0.16
zfhabpdv,macd_hist,76.45,,0.65
zfhabpdv,vwap_dist,89.34,,-0.96
6aqw8b4t,rsi_14,17.64,70,-0.35
6aqw8b4t,atr_mult,88.30,2.5,-0.19
6aqw8b4t,macd_hist,22.86,,-0.21
nu0td5zj,rsi_14,61.89,30,0.19
nu0td5zj,atr_mult,70.66,2.5,0.54
d6jlzmuw,rsi_14,19.98,70,0.75
d6jlzmuw,atr_mult,11.93,2.5,0.64
d6jlzmuw,macd_hist,65.36,,0.59
nbnfweyx,rsi_14,15.35,30,0.61
nbnfweyx,atr_mult,24.75,2.5,-0.91
nbnfweyx,macd_hist,52.75,,0.62
zjocenkr,rsi_14,24.94,30,0.02
zjocenkr,atr_mult,46.44,2.5,0.51
zjocenkr,macd_hist,38.32,,-0.65
zjocenkr,vwap_dist,88.84,,-0.96
uwmcxg2f,rsi_14,70.40,70,-0.39
uwmcxg2f,atr_mult,81.67,2.5,-0.05
uwmcxg2f,macd_hist,48.48,,-0.19
uwmcxg2f,vwap_dist,42.48,,0.66
2a6cmtx9,rsi_14,23.79,70,0.20
2a6cmtx9,atr_mult,49.30,2.5,0.34
qq63zr3f,rsi_14,46.33,70,-0.52
qq63zr3f,atr_mult,41.87,2.5,0.98
q64bope0,rsi_14,56.28,70,0.69
q64bope0,atr_mult,20.59,2.5,0.69
q64bope0,macd_hist,22.04,,0.00
ix57qcbx,rsi_14,31.75,30,-0.08
ix57qcbx,atr_mult,34.80,2.5,-0.69
ix57qcbx,macd_hist,16.70,,0.21
ix57qcbx,vwap_dist,30.17,,0.95
kd7cx29q,rsi_14,78.85,30,-0.80
kd7cx29q,atr_mult,34.12,2.5,-0.19
kd7cx29q,macd_hist,68.37,,0.50
if55ve7n,rsi_14,10.36,30,-0.71
if55ve7n,atr_mult,24.13,2.5,-0.57
if55ve7n,macd_hist,30.36,,-0.56
kqxz0nxz,rsi_14,14.81,70,-0.82
kqxz0nxz,atr_mult,16.62,2.5,0.66
ma64bw53,rsi_14,82.21,70,-0.12
ma64bw53,atr_mult,57.35,2.5,-0.60
ma64bw53,macd_hist,70.51,,-0.11
98z5wjbx,rsi_14,36.02,70,-0.78
98z5wjbx,atr_mult,28.75,2.5,-0.51
98z5wjbx,macd_hist,19.02,,-0.01
fdhqi4a3,rsi_14,38.89,30,-0.80
fdhqi4a3,atr_mult,15.47,2.5,-0.55
ngha9hel,rsi_14,49.75,30,-0.76
ngha9hel,atr_mult,30.58,2.5,0.67
ngha9hel,macd_hist,69.30,,0.31
ngha9hel,vwap_dist,80.69,,0.70
4gp53lgg,rsi_14,46.48,70,-0.96
4gp53lgg,atr_mult,65.52,2.5,0.30
4gp53lgg,macd_hist,60.67,,0.73
4gp53lgg,vwap_dist,71.98,,-0.72
qenf042x,rsi_14,87.17,70,0.63
qenf042x,atr_mult,21.99,2.5,-0.58
qenf042x,macd_hist,65.83,,-0.97
qenf042x,vwap_dist,19.48,,0.90
rt0925bn,rsi_14,26.42,30,0.18
rt0925bn,atr_mult,59.99,2.5,-0.74
rt0925bn,macd_hist,73.90,,0.26
7ygsyr1t,rsi_14,88.59,70,0.49
7ygsyr1t,atr_mult,46.64,2.5,0.46
lg94d8k6,rsi_14,30.17,70,0.71
lg94d8k6,atr_mult,63.06,2.5,0.40
lg94d8k6,macd_hist,87.48,,-0.36
kfcelurg,rsi_14,54.39,70,0.22
kfcelurg,atr_mult,37.22,2.5,-0.18
q3x1cmet,rsi_14,34.54,70,-0.88
q3x1cmet,atr_mult,27.79,2.5,-0.59
q3x1cmet,macd_hist,34.21,,-0.38
lg8o7az5,rsi_14,58.22,30,0.37
lg8o7az5,atr_mult,39.32,2.5,-0.40
b80f2t5w,rsi_14,11.62,30,0.05
b80f2t5w,atr_mult,60.52,2.5,-0.71
b80f2t5w,macd_hist,22.95,,-0.67
o4vsa3qn,rsi_14,77.39,30,-0.00
o4vsa3qn,atr_mult,70.12,2.5,-0.22
gvlrq9dc,rsi_14,11.87,30,-0.02
gvlrq9dc,atr_mult,78.17,2.5,0.81
gvlrq9dc,macd_hist,52.33,,-0.83
gvlrq9dc,vwap_dist,63.29,,0.01
j5u2y6j6,rsi_14,43.96,70,-0.34
j5u2y6j6,atr_mult,50.87,2.5,-0.41
0yddhbpc,rsi_14,83.75,70,0.70
0yddhbpc,atr_mult,20.62,2.5,0.25
8li0xrm1,rsi_14,63.04,30,0.25
8li0xrm1,atr_mult,31.68,2.5,0.19
8li0xrm1,macd_hist,13.27,,0.28
8li0xrm1,vwap_dist,51.43,,-0.35
chqmqhll,rsi_14,15.94,70,-0.83
chqmqhll,atr_mult,61.33,2.5,-0.02
i9ob3wvv,rsi_14,85.27,30,-0.42
i9ob3wvv,atr_mult,11.33,2.5,0.87
2uyh806c,rsi_14,25.05,30,0.53
2uyh806c,atr_mult,10.21,2.5,-0.01
2uyh806c,macd_hist,36.99,,-0.68
8n3blimk,rsi_14,65.52,70,-0.08
8n3blimk,atr_mult,23.55,2.5,0.59
8n3blimk,macd_hist,39.18,,0.66
3xm7ah90,rsi_14,27.04,30,-0.22
3xm7ah90,atr_mult,52.85,2.5,0.50
3xm7ah90,macd_hist,14.12,,-0.28
3xm7ah90,vwap_dist,38.53,,0.81
ajeth11h,rsi_14,54.68,30,-0.75
ajeth11h,atr_mult,62.71,2.5,0.38
ajeth11h,macd_hist,14.04,,0.18
ajeth11h,vwap_dist,21.20,,-0.13
01x2kn8e,rsi_14,20.44,70,0.44
01x2kn8e,atr_mult,22.02,2.5,0.87
01x2kn8e,macd_hist,82.51,,0.99
01x2kn8e,vwap_dist,85.80,,-0.20
5vkq0v65,rsi_14,86.37,70,0.71
5vkq0v65,atr_mult,57.15,2.5,-0.09
zjf2fs5g,rsi_14,57.63,70,0.21
zjf2fs5g,atr_mult,84.18,2.5,0.58
zjf2fs5g,macd_hist,58.05,,-0.07
vekqjy18,rsi_14,27.39,70,-0.17
vekqjy18,atr_mult,19.32,2.5,-0.94
vekqjy18,macd_hist,41.46,,0.93
vekqjy18,vwap_dist,37.22,,0.36
tbmealsb,rsi_14,57.27,70,0.21
tbmealsb,atr_mult,38.74,2.5,-0.03
66eznvdz,rsi_14,48.60,30,-0.51
66eznvdz,atr_mult,30.93,2.5,0.76
66eznvdz,macd_hist,32.80,,-0.70
66eznvdz,vwap_dist,30.30,,-0.06
rj4e78lz,rsi_14,25.97,30,0.46
rj4e78lz,atr_mult,46.19,2.5,-0.15
rj4e78lz,macd_hist,49.13,,-0.19
rj4e78lz,vwap_dist,22.96,,-0.00
5ruxe9vx,rsi_14,61.17,70,-0.85
5ruxe9vx,atr_mult,88.63,2.5,-0.46
01n0zehu,rsi_14,25.56,70,-0.33
01n0zehu,atr_mult,17.67,2.5,-0.27
01n0zehu,macd_hist,87.48,,-0.60
4pi73277,rsi_14,51.15,70,-0.23
4pi73277,atr_mult,23.93,2.5,0.96
4pi73277,macd_hist,24.12,,-0.85
qc6ovjbv,rsi_14,18.72,70,-0.22
qc6ovjbv,atr_mult,26.64,2.5,-0.08
qzw57mb3,rsi_14,77.25,30,0.67
qzw57mb3,atr_mult,19.34,2.5,0.10
qzw57mb3,macd_hist,37.85,,-0.49
6fyu3zvg,rsi_14,26.62,70,0.14
6fyu3zvg,atr_mult,38.43,2.5,0.86
6fyu3zvg,macd_hist,24.83,,-0.03
6fyu3zvg,vwap_dist,32.35,,0.10
4y44eb37,rsi_14,20.30,70,-0.38
4y44eb37,atr_mult,89.10,2.5,0.15
4y44eb37,macd_hist,16.55,,0.61
4y44eb37,vwap_dist,35.66,,0.89
akfa4661,rsi_14,76.52,70,0.04
akfa4661,atr_mult,81.14,2.5,-0.44
akfa4661,macd_hist,48.58,,0.52
akfa4661,vwap_dist,75.55,,0.88
2o8tt46d,rsi_14,46.91,30,-0.30
2o8tt46d,atr_mult,78.22,2.5,-0.33
2o8tt46d,macd_hist,62.60,,0.45
