trade_id,status,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,size,pnl_raw,pnl_rel,mae,mfe,slippage,commission,rejection_reason,strategy_id,model_version
a4mm2b0g,executed,short,1709209800000,1709235900000,45432.00,45555.13,45531.996329463225,45231.996329463225,0.41,-123.13,-1.23,71.56,134.13,0.59,0.82,,alpha_v2,v2.1.0
llovzwm6,executed,long,1712231100000,1712253600000,45939.93,45851.71,45839.931716153,46139.931716153,2.08,-88.22,-0.88,33.31,130.00,0.96,4.16,,alpha_v2,v2.1.0
tfjjbd46,executed,long,1706190300000,1706208300000,44215.15,44270.43,44115.15452859258,44415.15452859258,0.29,55.28,0.55,72.13,64.54,1.34,0.58,,alpha_v2,v2.1.0
m8zglhl1,rejected,long,1707491700000,,45556.83,45516.47,45456.831080395474,45756.831080395474,1.00,-40.36,,,,,,spread_filter,alpha_v2,v2.1.0
b931k5id,executed,short,1707753600000,1707787800000,45181.08,45245.90,45281.08276835814,44981.08276835814,0.45,-64.81,-0.65,71.58,40.95,1.86,0.90,,alpha_v2,v2.1.0
fbkyf9zs,executed,long,1705662000000,1705673700000,44328.10,44245.62,44228.10043476851,44528.10043476851,1.15,-82.48,-0.82,21.88,141.46,2.07,2.30,,alpha_v2,v2.1.0
t7y7dhyl,executed,short,1711752300000,1711782000000,44944.65,44994.17,45044.65100540403,44744.65100540403,1.30,-49.52,-0.50,33.78,125.47,0.92,2.60,,alpha_v2,v2.1.0
fn4lm5md,executed,short,1707334200000,1707343200000,45410.50,45542.57,45510.4967297161,45210.4967297161,1.25,-132.08,-1.32,22.79,149.25,0.89,2.50,,alpha_v2,v2.1.0
tni94381,executed,long,1708680600000,1708686000000,45778.14,45835.82,45678.14133455474,45978.14133455474,1.06,57.68,0.58,53.23,128.70,2.09,2.12,,alpha_v2,v2.1.0
i4ue9icj,executed,short,1705530600000,1705564800000,45021.05,44862.29,45121.04905687481,44821.04905687481,1.98,158.76,1.59,64.23,57.66,1.98,3.96,,alpha_v2,v2.1.0
v3mo575h,rejected,short,1711671300000,,44908.74,45035.70,45008.740296186756,44708.740296186756,1.83,-126.96,,,,,,time_of_day,alpha_v2,v2.1.0
g7rabz1v,rejected,long,1707916500000,,46044.54,46097.16,45944.536036360936,46244.536036360936,1.20,52.63,,,,,,spread_filter,alpha_v2,v2.1.0
0xfevlw9,executed,long,1704519900000,1704546000000,45233.64,45384.64,45133.63782458831,45433.63782458831,1.50,151.01,1.51,17.80,126.91,1.69,3.00,,alpha_v2,v2.1.0
7dpbagxk,executed,short,1705161600000,1705195800000,44471.54,44317.74,44571.54169942947,44271.54169942947,1.40,153.81,1.54,13.77,99.65,1.26,2.80,,alpha_v2,v2.1.0
3j0qj58i,rejected,short,1707657300000,,45078.65,45137.03,45178.64921757435,44878.64921757435,0.22,-58.38,,,,,,spread_filter,alpha_v2,v2.1.0
eo923lmm,executed,long,1708866000000,1708874100000,45182.27,45320.66,45082.272754864076,45382.272754864076,1.50,138.38,1.38,35.72,91.37,2.99,3.00,,alpha_v2,v2.1.0
ji3m39wn,executed,short,1707574500000,1707590700000,45444.36,45588.52,45544.35933415558,45244.35933415558,2.00,-144.17,-1.44,14.15,112.39,1.76,4.00,,alpha_v2,v2.1.0
syz2njxx,executed,long,1713014100000,1713047400000,46807.00,46777.45,46707.003733258396,47007.003733258396,0.16,-29.55,-0.30,41.09,48.25,1.79,0.32,,alpha_v2,v2.1.0
vxtm0t10,executed,long,1709981100000,1710009000000,46106.40,46317.40,46006.400268528,46306.400268528,2.46,211.00,2.11,19.42,89.24,2.32,4.92,,alpha_v2,v2.1.0
76zue5dp,rejected,long,1705794300000,,44598.98,44695.43,44498.97613481046,44798.97613481046,1.26,96.46,,,,,,spread_filter,alpha_v2,v2.1.0
t34meb4l,rejected,long,1704070800000,,44805.01,44742.94,44705.00594643859,45005.00594643859,0.41,-62.06,,,,,,htf_alignment,alpha_v2,v2.1.0
60j8tc50,executed,short,1707470100000,1707496200000,45617.16,45420.63,45717.156839728,45417.156839728,2.14,196.53,1.97,40.96,70.86,1.39,4.28,,alpha_v2,v2.1.0
cyqs3muy,rejected,long,1710516600000,,45509.08,45693.82,45409.07693254726,45709.07693254726,0.68,184.75,,,,,,htf_alignment,alpha_v2,v2.1.0
m2016qkd,rejected,short,1710597600000,,45278.93,44980.13,45378.926538287895,45078.926538287895,0.64,298.79,,,,,,time_of_day,alpha_v2,v2.1.0
jj8kaixu,executed,long,1704079800000,1704108600000,45050.26,44915.04,44950.256417672725,45250.256417672725,1.74,-135.22,-1.35,60.20,116.96,0.54,3.48,,alpha_v2,v2.1.0
tm1p31ug,executed,short,1708383600000,1708398000000,45814.90,45921.79,45914.89842028719,45614.89842028719,0.33,-106.89,-1.07,37.07,58.28,0.53,0.66,,alpha_v2,v2.1.0
j2dtsdnf,executed,long,1708470000000,1708483500000,46159.79,46104.75,46059.78511768165,46359.78511768165,2.34,-55.03,-0.55,67.87,27.01,0.82,4.68,,alpha_v2,v2.1.0
fed8ydjw,rejected,short,1709330400000,,45786.52,45801.18,45886.52206966396,45586.52206966396,0.84,-14.66,,,,,,htf_alignment,alpha_v2,v2.1.0
56pii7dy,executed,long,1707665400000,1707669000000,44987.03,44888.22,44887.032677974654,45187.032677974654,1.00,-98.81,-0.99,34.46,28.68,2.50,2.00,,alpha_v2,v2.1.0
wcle09yq,executed,long,1712888100000,1712920500000,47132.00,47214.27,47031.996170953185,47331.996170953185,0.90,82.27,0.82,21.35,101.41,1.84,1.80,,alpha_v2,v2.1.0
5g8ij6rm,executed,short,1712522700000,1712543400000,47036.51,46905.77,47136.51049870059,46836.51049870059,1.98,130.74,1.31,32.41,140.49,2.80,3.96,,alpha_v2,v2.1.0
2uxju7ph,rejected,short,1706249700000,,44364.53,44292.98,44464.52930212205,44164.52930212205,1.41,71.55,,,,,,atr_limit,alpha_v2,v2.1.0
aiqteunb,rejected,long,1711664100000,,44802.53,44948.32,44702.52996929696,45002.52996929696,0.93,145.79,,,,,,spread_filter,alpha_v2,v2.1.0
j4abpdx3,executed,long,1706027400000,1706060700000,44109.60,43976.52,44009.59686985828,44309.59686985828,1.29,-133.08,-1.33,63.40,75.19,2.31,2.58,,alpha_v2,v2.1.0
k5xtmtga,rejected,long,1709844300000,,46195.02,46156.15,46095.02150185293,46395.02150185293,0.17,-38.87,,,,,,atr_limit,alpha_v2,v2.1.0
bxwbeknl,executed,short,1712880900000,1712902500000,47065.31,47150.40,47165.31136768905,46865.31136768905,0.50,-85.09,-0.85,70.66,115.05,2.21,1.00,,alpha_v2,v2.1.0
qhiwra10,executed,short,1710547200000,1710569700000,45357.92,45105.38,45457.916583959726,45157.916583959726,0.41,252.54,2.53,77.90,94.41,1.63,0.82,,alpha_v2,v2.1.0
plv1dauf,rejected,long,1711479600000,,44503.67,44449.05,44403.667943707725,44703.667943707725,2.27,-54.62,,,,,,htf_alignment,alpha_v2,v2.1.0
75dvl07x,rejected,long,1706712300000,,45457.31,45523.16,45357.314577802965,45657.314577802965,2.36,65.85,,,,,,time_of_day,alpha_v2,v2.1.0
cbfw8blc,executed,long,1709902800000,1709923500000,46398.87,46297.23,46298.86520561782,46598.86520561782,1.14,-101.63,-1.02,77.77,35.13,2.28,2.28,,alpha_v2,v2.1.0
5t7a1cf5,executed,long,1705538700000,1705558500000,44878.03,45032.77,44778.0347928939,45078.0347928939,0.95,154.74,1.55,70.64,117.87,1.70,1.90,,alpha_v2,v2.1.0
4bkbwiyp,executed,short,1712807100000,1712809800000,47166.56,47247.79,47266.559833516425,46966.559833516425,2.14,-81.23,-0.81,78.64,85.52,2.30,4.28,,alpha_v2,v2.1.0
kjl3fyes,executed,long,1710955800000,1710981000000,44066.08,44021.35,43966.08004390053,44266.08004390053,0.49,-44.73,-0.45,64.43,140.33,2.87,0.98,,alpha_v2,v2.1.0
v7p1vol9,rejected,short,1705615200000,,44593.46,44638.37,44693.458969058986,44393.458969058986,0.22,-44.91,,,,,,htf_alignment,alpha_v2,v2.1.0
b8nnaita,rejected,short,1708476300000,,46206.73,46237.47,46306.727956566945,46006.727956566945,1.68,-30.74,,,,,,time_of_day,alpha_v2,v2.1.0
97320a96,executed,short,1709928000000,1709935200000,46306.92,46038.18,46406.92204003812,46106.92204003812,0.64,268.74,2.69,16.20,37.20,0.81,1.28,,alpha_v2,v2.1.0
6alj2svc,executed,short,1711269900000,1711283400000,44825.45,44902.71,44925.452145637566,44625.452145637566,2.20,-77.26,-0.77,45.74,51.72,0.98,4.40,,alpha_v2,v2.1.0
qrd71j3s,executed,short,1710972000000,1710988200000,44027.50,44058.29,44127.49767090259,43827.49767090259,0.29,-30.79,-0.31,64.08,26.24,2.51,0.58,,alpha_v2,v2.1.0
j57tzra7,executed,long,1708161300000,1708182000000,45804.18,45885.49,45704.18233846957,46004.18233846957,1.67,81.31,0.81,18.37,23.67,2.68,3.34,,alpha_v2,v2.1.0
zriocqgh,executed,long,1707241500000,1707273900000,45585.71,45856.29,45485.7136166972,45785.7136166972,1.26,270.57,2.71,13.37,80.44,1.79,2.52,,alpha_v2,v2.1.0
t3l6fu9b,executed,long,1712007000000,1712033100000,45325.18,45522.18,45225.18468745554,45525.18468745554,2.00,196.99,1.97,13.11,74.34,2.19,4.00,,alpha_v2,v2.1.0
n7s2bzhi,executed,short,1709737200000,1709745300000,46441.31,46524.52,46541.31417871156,46241.31417871156,0.84,-83.21,-0.83,34.59,64.52,2.12,1.68,,alpha_v2,v2.1.0
bcxfr37c,executed,long,1712081700000,1712108700000,45428.58,45314.75,45328.582416325895,45628.582416325895,0.69,-113.83,-1.14,63.33,100.81,1.53,1.38,,alpha_v2,v2.1.0
k4t48duf,rejected,short,1705764600000,,44414.19,44194.86,44514.19429659513,44214.19429659513,0.43,219.33,,,,,,time_of_day,alpha_v2,v2.1.0
ofh04q1o,rejected,short,1710839700000,,44512.87,44447.97,44612.87170914143,44312.87170914143,2.22,64.90,,,,,,time_of_day,alpha_v2,v2.1.0
9ug39qkx,rejected,short,1705873500000,,44269.37,44032.13,44369.369354825896,44069.369354825896,2.27,237.24,,,,,,htf_alignment,alpha_v2,v2.1.0
te25t7ip,executed,short,1704280500000,1704281400000,44962.87,45050.09,45062.865867549124,44762.865867549124,0.91,-87.23,-0.87,43.80,70.69,1.02,1.82,,alpha_v2,v2.1.0
41hz2h8g,rejected,short,1704600000000,,45087.39,44971.82,45187.390649591165,44887.390649591165,1.94,115.57,,,,,,htf_alignment,alpha_v2,v2.1.0
stvqi6e6,executed,long,1710283500000,1710306000000,45495.62,45478.03,45395.62064712347,45695.62064712347,2.20,-17.59,-0.18,41.88,72.35,1.76,4.40,,alpha_v2,v2.1.0
emr826b9,executed,short,1707315300000,1707334200000,45600.39,45407.59,45700.387979351945,45400.387979351945,0.25,192.80,1.93,57.46,116.88,1.23,0.50,,alpha_v2,v2.1.0
nf9q47jv,executed,long,1711291500000,1711318500000,44704.40,44898.88,44604.40378474943,44904.40378474943,0.30,194.47,1.94,30.75,126.53,1.30,0.60,,alpha_v2,v2.1.0
i830bjpk,executed,long,1711916100000,1711949400000,45395.38,45486.58,45295.379544372074,45595.379544372074,0.90,91.20,0.91,58.34,85.64,3.00,1.80,,alpha_v2,v2.1.0
k0retf56,rejected,long,1706926500000,,45609.04,45471.37,45509.035718638406,45809.035718638406,0.71,-137.66,,,,,,time_of_day,alpha_v2,v2.1.0
jbqufkm8,executed,long,1708200900000,1708209900000,45899.29,45970.60,45799.29433499822,46099.29433499822,0.85,71.31,0.71,23.70,99.26,2.63,1.70,,alpha_v2,v2.1.0
hvhmu959,executed,short,1707940800000,1707957900000,45919.35,45971.17,46019.35439766324,45719.35439766324,0.91,-51.82,-0.52,29.39,63.56,2.32,1.82,,alpha_v2,v2.1.0
edroba2f,executed,long,1712809800000,1712825100000,47142.88,47211.66,47042.88011808453,47342.88011808453,0.75,68.78,0.69,75.19,116.52,2.66,1.50,,alpha_v2,v2.1.0
gunzuqgb,executed,short,1712857500000,1712871900000,46991.29,46738.90,47091.28599243827,46791.28599243827,1.06,252.38,2.52,62.24,85.80,1.26,2.12,,alpha_v2,v2.1.0
ky392p1m,executed,long,1711926900000,1711950300000,45413.72,45611.59,45313.719897293595,45613.719897293595,0.61,197.87,1.98,61.46,100.65,0.62,1.22,,alpha_v2,v2.1.0
aguv27z4,executed,short,1711612800000,1711617300000,44870.51,44719.76,44970.51001631956,44670.51001631956,1.66,150.75,1.51,16.35,116.75,0.85,3.32,,alpha_v2,v2.1.0
2l2nrsq5,rejected,short,1710175500000,,45119.72,45165.82,45219.717385781,44919.717385781,0.88,-46.10,,,,,,atr_limit,alpha_v2,v2.1.0
6cvua1ap,executed,short,1704211200000,1704231000000,45005.97,44910.22,45105.96994262069,44805.96994262069,1.25,95.75,0.96,52.08,50.10,1.15,2.50,,alpha_v2,v2.1.0
vcas392k,executed,long,1712757600000,1712766600000,47059.51,46909.62,46959.505061616226,47259.505061616226,0.46,-149.89,-1.50,69.38,76.83,2.11,0.92,,alpha_v2,v2.1.0
vsr5hxxz,executed,short,1707315300000,1707350400000,45600.39,45374.21,45700.387979351945,45400.387979351945,1.29,226.17,2.26,12.40,23.65,2.79,2.58,,alpha_v2,v2.1.0
n93qc09o,executed,short,1704517200000,1704544200000,45218.85,45259.97,45318.851854002874,45018.851854002874,1.24,-41.11,-0.41,20.97,124.89,2.59,2.48,,alpha_v2,v2.1.0
y1ge05ke,rejected,short,1706661900000,,45359.03,45421.87,45459.02829872475,45159.02829872475,1.25,-62.84,,,,,,htf_alignment,alpha_v2,v2.1.0
osimhpf1,rejected,short,1712124900000,,45794.72,45540.23,45894.71779292601,45594.71779292601,1.12,254.49,,,,,,spread_filter,alpha_v2,v2.1.0
pnbjmap2,executed,short,1705802400000,1705814100000,44592.72,44382.76,44692.71925773097,44392.71925773097,2.08,209.96,2.10,58.75,55.10,0.68,4.16,,alpha_v2,v2.1.0
zzoa4so0,rejected,long,1711359000000,,44152.02,44107.31,44052.01586316802,44352.01586316802,1.41,-44.71,,,,,,spread_filter,alpha_v2,v2.1.0
hzgznfv6,executed,long,1706895000000,1706895900000,45618.54,45792.02,45518.53528178277,45818.53528178277,1.43,173.48,1.73,18.23,61.24,1.89,2.86,,alpha_v2,v2.1.0
emls3o66,rejected,long,1707897600000,,45854.16,46077.33,45754.16181334482,46054.16181334482,1.71,223.16,,,,,,htf_alignment,alpha_v2,v2.1.0
faq58vpo,executed,long,1711629000000,1711641600000,44937.19,44887.64,44837.1949872481,45137.1949872481,1.46,-49.55,-0.50,64.71,41.99,0.59,2.92,,alpha_v2,v2.1.0
yv35t25s,executed,long,1710712800000,1710741600000,44572.46,44847.85,44472.46378365386,44772.46378365386,0.29,275.39,2.75,63.16,126.06,1.68,0.58,,alpha_v2,v2.1.0
sfwdttzr,executed,long,1705542300000,1705572000000,44868.45,45009.85,44768.45023809226,45068.45023809226,1.14,141.40,1.41,53.37,122.36,2.06,2.28,,alpha_v2,v2.1.0
an1djiry,executed,short,1707892200000,1707915600000,45783.83,45833.72,45883.830781831835,45583.830781831835,0.20,-49.89,-0.50,18.74,62.79,1.96,0.40,,alpha_v2,v2.1.0
bn4w8t3k,executed,long,1711997100000,1712029500000,45295.08,45424.87,45195.0796178416,45495.0796178416,0.96,129.79,1.30,30.72,120.49,0.62,1.92,,alpha_v2,v2.1.0
n2uqpjt1,executed,short,1707794100000,1707829200000,45409.98,45479.06,45509.98181710706,45209.98181710706,2.12,-69.07,-0.69,62.05,101.00,1.56,4.24,,alpha_v2,v2.1.0
w1zde3o7,executed,short,1712583900000,1712607300000,47044.69,46838.19,47144.69211068659,46844.69211068659,1.88,206.50,2.07,15.65,145.78,2.14,3.76,,alpha_v2,v2.1.0
rgwsznql,executed,long,1711082700000,1711104300000,44178.28,44041.72,44078.27627011898,44378.27627011898,1.76,-136.56,-1.37,15.18,113.92,1.85,3.52,,alpha_v2,v2.1.0
wkdnoq54,rejected,long,1707023700000,,45773.08,45642.80,45673.08228811032,45973.08228811032,0.22,-130.28,,,,,,htf_alignment,alpha_v2,v2.1.0
4c4qrdks,rejected,long,1704877200000,,45118.14,45106.28,45018.14371176691,45318.14371176691,1.37,-11.87,,,,,,spread_filter,alpha_v2,v2.1.0
dnztp1se,executed,short,1707203700000,1707232500000,45422.42,45123.09,45522.41940839994,45222.41940839994,2.26,299.32,2.99,58.55,32.65,1.59,4.52,,alpha_v2,v2.1.0
6azeu84o,executed,long,1707597000000,1707599700000,45433.76,45308.24,45333.757429468824,45633.757429468824,1.40,-125.52,-1.26,15.70,97.38,0.63,2.80,,alpha_v2,v2.1.0
v0x4skmp,executed,long,1708236000000,1708245900000,45862.47,45726.51,45762.469391596496,46062.469391596496,1.83,-135.96,-1.36,45.45,52.05,2.48,3.66,,alpha_v2,v2.1.0
0jienojz,rejected,long,1711048500000,,44298.58,44397.53,44198.582763476596,44498.582763476596,1.73,98.95,,,,,,atr_limit,alpha_v2,v2.1.0
lip8532i,rejected,long,1704431700000,,45440.16,45321.97,45340.16168492562,45640.16168492562,1.84,-118.19,,,,,,htf_alignment,alpha_v2,v2.1.0
9p64atdr,executed,long,1705160700000,1705189500000,44509.61,44490.73,44409.605547387146,44709.605547387146,0.39,-18.87,-0.19,69.36,112.14,2.40,0.78,,alpha_v2,v2.1.0
tw3zjcxi,executed,long,1709714700000,1709728200000,46440.81,46633.31,46340.80565161636,46640.80565161636,0.39,192.50,1.93,34.37,111.26,2.03,0.78,,alpha_v2,v2.1.0
9gbwvzwl,executed,long,1712293200000,1712313000000,46160.74,46220.73,46060.74447432015,46360.74447432015,2.19,59.98,0.60,66.40,49.51,2.05,4.38,,alpha_v2,v2.1.0
qlr8tfgz,executed,short,1712679300000,1712699100000,47004.97,47135.44,47104.96815584758,46804.96815584758,1.04,-130.47,-1.30,16.82,79.12,2.17,2.08,,alpha_v2,v2.1.0
uc7c78us,executed,long,1705564800000,1705581900000,44928.68,44817.95,44828.67999007929,45128.67999007929,0.82,-110.73,-1.11,38.95,125.67,1.26,1.64,,alpha_v2,v2.1.0
yy7kcops,executed,short,1711803600000,1711821600000,45049.94,44874.14,45149.93628438268,44849.93628438268,1.55,175.79,1.76,19.67,89.64,0.55,3.10,,alpha_v2,v2.1.0
isa53apj,rejected,long,1711593000000,,44952.19,44939.43,44852.19052954334,45152.19052954334,1.47,-12.76,,,,,,htf_alignment,alpha_v2,v2.1.0
vbvj9y4y,rejected,short,1707576300000,,45440.27,45198.41,45540.267902284664,45240.267902284664,1.99,241.86,,,,,,time_of_day,alpha_v2,v2.1.0
3hghf86n,executed,short,1709471700000,1709496000000,45766.52,45520.63,45866.52409570016,45566.52409570016,0.38,245.89,2.46,50.88,146.30,0.91,0.76,,alpha_v2,v2.1.0
bkhdp8tz,executed,long,1711026000000,1711047600000,44074.20,43939.57,43974.197073973504,44274.197073973504,1.60,-134.63,-1.35,61.23,30.29,1.62,3.20,,alpha_v2,v2.1.0
lx6axkmc,rejected,short,1709480700000,,45764.16,45867.23,45864.1550515795,45564.1550515795,0.59,-103.07,,,,,,spread_filter,alpha_v2,v2.1.0
21wkag8r,executed,long,1712964600000,1712965500000,46970.32,46927.96,46870.31613977185,47170.31613977185,1.51,-42.35,-0.42,76.41,46.79,1.70,3.02,,alpha_v2,v2.1.0
8edbjarw,executed,short,1707692400000,1707710400000,44950.87,45053.50,45050.866600083245,44750.866600083245,1.10,-102.64,-1.03,43.23,99.73,2.00,2.20,,alpha_v2,v2.1.0
6l6xgzpp,executed,long,1706507100000,1706541300000,45029.95,44961.22,44929.952991233855,45229.952991233855,1.86,-68.73,-0.69,13.95,48.01,1.28,3.72,,alpha_v2,v2.1.0
o0begp85,executed,long,1708976700000,1708993800000,45768.18,45990.58,45668.1767094779,45968.1767094779,1.54,222.41,2.22,57.61,36.42,0.74,3.08,,alpha_v2,v2.1.0
bht5up4g,executed,long,1707292800000,1707313500000,45644.43,45729.96,45544.43080730606,45844.43080730606,1.58,85.53,0.86,21.67,34.55,2.54,3.16,,alpha_v2,v2.1.0
gshssr5y,rejected,short,1710089100000,,45390.18,45171.87,45490.18195877414,45190.18195877414,1.86,218.32,,,,,,time_of_day,alpha_v2,v2.1.0
8i4wxqkn,executed,long,1712668500000,1712701800000,47045.43,47223.97,46945.427135089434,47245.427135089434,2.09,178.54,1.79,46.55,131.80,1.99,4.18,,alpha_v2,v2.1.0
cnmn4rjy,executed,long,1704419100000,1704450600000,45354.20,45313.36,45254.19500450042,45554.19500450042,0.51,-40.83,-0.41,18.72,91.97,1.35,1.02,,alpha_v2,v2.1.0
0e302gun,executed,long,1709037900000,1709067600000,45999.14,46253.81,45899.14345005531,46199.14345005531,0.21,254.67,2.55,44.96,74.21,2.19,0.42,,alpha_v2,v2.1.0
527l78o2,executed,short,1712007000000,1712028600000,45325.18,45180.60,45425.18468745554,45125.18468745554,0.51,144.59,1.45,34.48,100.58,2.82,1.02,,alpha_v2,v2.1.0
yf5t61qr,rejected,long,1712019600000,,45418.29,45713.86,45318.29208649898,45618.29208649898,2.12,295.57,,,,,,spread_filter,alpha_v2,v2.1.0
0gm6qgdp,rejected,long,1706118300000,,44243.95,44519.27,44143.94646148578,44443.94646148578,1.01,275.33,,,,,,time_of_day,alpha_v2,v2.1.0
2tumowmb,rejected,long,1712178900000,,45534.95,45792.25,45434.95148834576,45734.95148834576,1.05,257.30,,,,,,htf_alignment,alpha_v2,v2.1.0
43x0lqg4,executed,long,1711941300000,1711958400000,45426.57,45576.28,45326.566517198735,45626.566517198735,1.39,149.71,1.50,27.10,57.05,0.73,2.78,,alpha_v2,v2.1.0
xfjyi6l6,rejected,long,1706476500000,,44785.15,44669.68,44685.14946065053,44985.14946065053,2.03,-115.47,,,,,,time_of_day,alpha_v2,v2.1.0
7r8gbyzn,rejected,long,1706637600000,,45300.65,45245.38,45200.64857377196,45500.64857377196,0.11,-55.27,,,,,,time_of_day,alpha_v2,v2.1.0
x50dfgop,executed,short,1708073100000,1708076700000,45553.54,45362.85,45653.54495243918,45353.54495243918,1.84,190.70,1.91,65.63,67.71,1.10,3.68,,alpha_v2,v2.1.0
01jz1929,executed,short,1704232800000,1704233700000,45047.89,45077.95,45147.89330950526,44847.89330950526,1.79,-30.06,-0.30,79.29,23.75,0.69,3.58,,alpha_v2,v2.1.0
qrlgzxz9,executed,long,1704963600000,1704995100000,45053.34,44923.60,44953.339439130956,45253.339439130956,2.22,-129.74,-1.30,31.92,116.83,1.99,4.44,,alpha_v2,v2.1.0
yfwcnyme,rejected,short,1710439200000,,45724.66,45804.32,45824.65918583297,45524.65918583297,2.34,-79.66,,,,,,htf_alignment,alpha_v2,v2.1.0
jkzeeg3j,executed,long,1705090500000,1705092300000,44566.83,44637.59,44466.83479121207,44766.83479121207,2.03,70.76,0.71,57.59,86.25,1.04,4.06,,alpha_v2,v2.1.0
1ef5pucj,executed,long,1709407800000,1709432100000,45712.88,45666.93,45612.88226802708,45912.88226802708,2.47,-45.96,-0.46,20.51,133.48,1.87,4.94,,alpha_v2,v2.1.0
6tbadq78,rejected,short,1706767200000,,45691.28,45744.65,45791.275054446814,45491.275054446814,0.53,-53.37,,,,,,spread_filter,alpha_v2,v2.1.0
gx009fhv,executed,short,1709203500000,1709217000000,45521.95,45649.41,45621.95017243815,45321.95017243815,1.68,-127.46,-1.27,70.28,77.03,0.64,3.36,,alpha_v2,v2.1.0
ubfidekg,executed,short,1709802900000,1709831700000,46512.56,46268.13,46612.5596187252,46312.5596187252,0.52,244.43,2.44,29.50,39.59,2.62,1.04,,alpha_v2,v2.1.0
7zuy49ow,rejected,short,1708783200000,,45143.40,44921.96,45243.4015859317,44943.4015859317,1.91,221.45,,,,,,spread_filter,alpha_v2,v2.1.0
f7e6v7ks,executed,short,1711537200000,1711557900000,45039.04,44783.75,45139.04191378549,44839.04191378549,2.12,255.29,2.55,31.34,81.75,2.66,4.24,,alpha_v2,v2.1.0
gvveyinn,rejected,short,1710031500000,,45723.05,45527.74,45823.052739866005,45523.052739866005,1.83,195.32,,,,,,htf_alignment,alpha_v2,v2.1.0
fh3t8ps9,executed,short,1709426700000,1709445600000,45785.15,45526.64,45885.15433828817,45585.15433828817,2.14,258.51,2.59,24.72,143.26,1.34,4.28,,alpha_v2,v2.1.0
kybx9rn2,executed,short,1707633900000,1707667200000,45139.95,44908.32,45239.95311748104,44939.95311748104,0.65,231.63,2.32,48.73,47.97,1.16,1.30,,alpha_v2,v2.1.0
5dlagng8,executed,short,1709911800000,1709941500000,46293.39,46040.01,46393.39275517145,46093.39275517145,0.79,253.39,2.53,28.94,122.66,0.79,1.58,,alpha_v2,v2.1.0
770x31h3,executed,long,1706435100000,1706463900000,44529.12,44512.26,44429.11549557483,44729.11549557483,0.79,-16.85,-0.17,42.82,60.50,0.64,1.58,,alpha_v2,v2.1.0
b2422vxk,rejected,long,1708390800000,,45789.87,45728.38,45689.87258454874,45989.87258454874,0.75,-61.49,,,,,,htf_alignment,alpha_v2,v2.1.0
d3ja8z8z,rejected,short,1712963700000,,46989.13,47128.70,47089.13488215998,46789.13488215998,2.39,-139.56,,,,,,spread_filter,alpha_v2,v2.1.0
iap3t7gl,executed,long,1708056900000,1708057800000,45602.54,45536.89,45502.5405421291,45802.5405421291,1.98,-65.65,-0.66,50.12,122.53,2.05,3.96,,alpha_v2,v2.1.0
zfhabpdv,executed,long,1710331200000,1710358200000,45770.88,45996.17,45670.8794697574,45970.8794697574,1.18,225.29,2.25,77.84,136.33,1.10,2.36,,alpha_v2,v2.1.0
6aqw8b4t,executed,short,1711647900000,1711681200000,44894.67,45040.48,44994.66736931834,44694.66736931834,1.48,-145.82,-1.46,35.15,27.31,0.73,2.96,,alpha_v2,v2.1.0
nu0td5zj,rejected,long,1704791700000,,45306.38,45494.87,45206.37966892115,45506.37966892115,0.80,188.49,,,,,,spread_filter,alpha_v2,v2.1.0
d6jlzmuw,rejected,short,1705838400000,,44354.16,44287.65,44454.16125606574,44154.16125606574,0.16,66.51,,,,,,spread_filter,alpha_v2,v2.1.0
nbnfweyx,rejected,long,1709829900000,,46405.73,46520.24,46305.73223998589,46605.73223998589,1.25,114.51,,,,,,atr_limit,alpha_v2,v2.1.0
zjocenkr,executed,long,1707607800000,1707642900000,45223.22,45440.65,45123.21903868393,45423.21903868393,2.15,217.43,2.17,69.23,63.33,1.40,4.30,,alpha_v2,v2.1.0
uwmcxg2f,rejected,short,1706099400000,,44130.75,43870.13,44230.75292905566,43930.75292905566,1.49,260.62,,,,,,htf_alignment,alpha_v2,v2.1.0
2a6cmtx9,executed,short,1707085800000,1707101100000,45730.43,45630.80,45830.428724383506,45530.428724383506,0.48,99.63,1.00,46.98,28.23,1.72,0.96,,alpha_v2,v2.1.0
qq63zr3f,rejected,short,1711698300000,,44803.05,44823.32,44903.05412821296,44603.05412821296,0.45,-20.27,,,,,,htf_alignment,alpha_v2,v2.1.0
q64bope0,executed,short,1709375400000,1709385300000,45951.64,45851.69,46051.64077329187,45751.64077329187,1.02,99.95,1.00,26.59,61.00,1.48,2.04,,alpha_v2,v2.1.0
ix57qcbx,rejected,long,1707862500000,,45802.26,45899.74,45702.26045240869,46002.26045240869,1.97,97.48,,,,,,htf_alignment,alpha_v2,v2.1.0
kd7cx29q,executed,long,1710394200000,1710422100000,45515.21,45765.08,45415.21157282932,45715.21157282932,2.20,249.86,2.50,35.69,32.45,0.58,4.40,,alpha_v2,v2.1.0
if55ve7n,executed,long,1712328300000,1712358900000,46477.79,46676.48,46377.78527337351,46677.78527337351,1.57,198.69,1.99,46.89,50.28,1.93,3.14,,alpha_v2,v2.1.0
